ref_code,base_y,base_x,offsets
W7U/GR-002,14533,-28595,-2:1 -1:0 -1:1 0:-2 0:-1 0:0 0:1 1:-2 1:-1 1:0 1:1 2:-2 2:-1 2:0 2:1 2:2 3:-2 3:-1 3:0 3:1 3:2 4:-1 4:0 4:1 4:2 5:0 5:1
W7U/GR-003,14546,-28608,-3:3 -2:-2 -2:2 -2:3 -1:-2 -1:-1 -1:1 -1:2 -1:3 -1:4 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-2 1:-1 1:0 1:1 1:2 1:3 1:4 2:-2 2:-1 2:0 2:1 2:3 3:-2 3:0 3:1 3:2 4:-2 4:-1 4:0 4:1 4:2
W7U/GR-004,14519,-28566,-1:-1 0:0 0:1 1:0 1:1 1:3 2:0 2:1 3:0 3:2 4:-1
W7U/GR-005,14515,-28552,-2:-1 0:-1 0:0 1:-2 1:0 3:2 4:2
W7U/GR-006,14274,-28406,-2:-1 -2:0 -1:-4 -1:-3 -1:-2 -1:-1 -1:0 0:-4 0:-3 0:-2 0:-1 0:0 1:-4 1:-3 1:-2 1:-1 1:0 1:1 1:2 2:-4 2:-3 2:-2 2:-1 2:0 2:1 2:2 3:-3
W7U/IR-001,13996,-29351,-2:0 -1:-1 -1:0 0:-1 0:0
W7U/IR-002,13957,-29393,-2:4 0:0 0:1 1:0 1:1
W7U/IR-003,13914,-29411,0:-1 0:0 1:-1 1:0 2:-1
W7U/IR-004,14030,-29327,-1:0 -1:1 0:0
W7U/IR-005,13959,-29413,-1:0 0:0 0:1 1:0 1:1 2:-1 2:0 2:1 2:2 3:0 3:1 3:2 4:1
W7U/IR-006,14046,-29309,0:-1 0:0
W7U/IR-007,14005,-29361,-4:1 -4:2 -3:2 -2:1 -1:0 -1:1 -1:2 0:0 0:1 0:2 1:0 1:1 1:2
W7U/IR-008,14053,-29335,-2:-2 -2:-1 -1:-2 -1:-1 0:-1 0:0 0:1 1:-1 1:0 2:1
W7U/JU-001,14758,-29663,0:0
W7U/JU-002,14740,-29672,-3:3 -2:3 0:-1 0:0 0:1
W7U/JU-003,14730,-29679,-1:0 0:0 1:0
W7U/JU-004,14755,-29102,-4:-2 -4:-1 -2:0 -1:0 0:0
W7U/JU-005,14769,-29104,0:0
W7U/JU-012,14742,-29699,-1:-1 0:0 1:0
W7U/KA-001,13895,-29380,-2:2 -2:3 0:0
W7U/KA-005,13879,-29230,-2:-1 -1:-1 -1:0 -1:1 -1:2 -1:3 0:-1 0:0 0:1 0:2 1:-1 2:-2 2:-1
W7U/KA-006,13865,-29353,-2:0 -1:1 0:0 0:1 0:2 0:3 0:4 1:0 1:1 1:2 1:3 1:4 2:3
W7U/MI-001,14442,-29212,-1:-1 0:0
W7U/MI-003,14442,-29218,-1:0 0:0
W7U/MI-004,14588,-29510,-1:0 0:0 0:1
W7U/MI-005,14553,-29219,-1:0 0:0 2:-1
W7U/MI-006,14325,-29253,-2:-3 -2:-2 -2:4 -1:-2 -1:-1 -1:0 0:-1 0:0 0:4 1:4
W7U/MO-001,15236,-29082,-3:3 -2:2 -1:1 -1:2 0:0 1:0
W7U/NU-001,15102,-28743,-5:-1 -4:-2 0:0
W7U/NU-002,15119,-28735,0:-1 0:0
W7U/NU-003,15078,-28725,0:-1 0:0 1:1
W7U/NU-004,15112,-28738,0:0 1:0
W7U/NU-005,15095,-28804,0:0
W7U/NU-006,15110,-28757,-3:0 -2:0 -1:0 0:0 1:0
W7U/NU-007,15108,-28742,-4:-2 0:0
W7U/NU-008,14236,-28446,0:0 0:1 1:1
W7U/NU-009,14245,-28447,0:0
W7U/NU-010,15085,-28850,-2:0 -1:-1 -1:0 0:0
W7U/NU-011,14236,-28454,0:0
W7U/NU-012,15114,-28640,-2:-2 -2:-1 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 0:-2 0:-1 0:0 0:1 0:2 1:0 1:1
W7U/NU-013,14751,-29667,0:0
W7U/NU-014,15099,-28603,-2:-1 -2:0 -1:-2 -1:-1 -1:0 -1:1 0:-2 0:-1 0:0 0:1 1:-1 1:0
W7U/NU-015,14748,-29105,-4:-1 0:0
W7U/NU-016,14959,-29075,-2:1 0:0
W7U/NU-017,15019,-29078,-2:-1 -1:-1 0:0
W7U/NU-018,15012,-29091,0:0
W7U/NU-019,14589,-29000,-2:0 -1:0 -1:1 0:0 0:1 1:0 2:-1 2:0 3:-3
W7U/NU-020,14272,-29186,0:0 0:1 1:0 1:1 1:2 2:0 2:1
W7U/NU-021,15066,-28878,0:-2 0:-1 0:0 1:-2 1:-1 1:0
W7U/NU-022,14602,-28990,-1:-2 -1:-1 -1:1 0:-1 0:0 1:-1 1:0 1:1 2:-2
W7U/NU-023,14905,-29052,-1:0 0:0 1:3 2:3
W7U/NU-024,15024,-29069,0:-4 0:-1 0:0 0:3 1:-4
W7U/NU-025,14985,-29330,-1:0 0:0
W7U/NU-026,14928,-29060,0:0 1:0 2:0
W7U/NU-027,15031,-29064,0:-1 0:0 0:1
W7U/NU-028,14805,-29067,0:-1 0:0 1:0 1:1 2:-1 3:-3 3:-2 4:-2
W7U/NU-029,14049,-29221,0:0 1:-1
W7U/NU-030,14653,-28961,-4:0 -3:0 -1:0 0:0 0:1 1:-1 2:-1
W7U/NU-031,13716,-28873,-3:0 -2:0 -2:1 -1:0 -1:1 0:0 0:1 0:2 1:-1 1:0 1:1 1:2 2:-1 2:0 3:-1
W7U/NU-032,14832,-28903,-3:-1 -3:4 -2:-1 -1:0 0:-4 0:0 0:1 0:2 1:0 1:1 1:2 2:1 3:2
W7U/NU-033,15063,-29085,-1:0 0:0
W7U/NU-034,14975,-28955,-1:1 0:0 0:1 0:2 0:3 1:0 1:1 2:0 3:0 3:1 4:2
W7U/NU-035,14847,-29044,0:0
W7U/NU-036,14948,-28852,-4:-2 -4:-1 -4:0 -4:2 -3:-3 -3:-2 -3:-1 -3:0 -3:1 -2:-4 -2:-3 -2:-2 -2:-1 -2:0 -1:-4 -1:-3 -1:-2 0:-4 0:-3 0:-2 0:-1 0:0 0:1 1:-4 1:-3 1:-2 1:-1 1:0 2:-4 2:-3 2:-2
W7U/NU-037,14690,-29100,-2:0 0:0 1:0 2:-1
W7U/NU-038,15522,-29083,-1:1 0:0 0:1 1:1 3:0
W7U/NU-039,14769,-28881,-1:3 -1:4 0:-2 0:-1 0:0 0:1 0:3 1:-3 1:-2 1:-1 1:0 1:1 1:2 1:3 2:-2 2:1
W7U/NU-040,14792,-29097,0:0 1:0
W7U/NU-041,14724,-28904,-1:0 0:-1 0:0 1:0 1:1 2:0 2:1 2:2 3:0 4:0
W7U/NU-042,15326,-29160,0:0 1:-1
W7U/NU-043,14589,-29221,0:0
W7U/NU-044,15449,-29094,-4:2 -3:1 -2:0 -1:0 0:0 0:1 1:1 1:2 1:3
W7U/NU-045,15514,-29553,-3:-1 -2:-1 -2:0 -2:1 -2:2 -1:0 -1:1 -1:2 -1:3 0:-1 0:0 0:1 0:2 1:0 1:1 1:2
W7U/NU-046,13912,-29258,-1:-2 -1:-1 -1:0 -1:1 -1:2 0:0 0:1 0:2 3:-1 4:-1 4:0
W7U/NU-047,14461,-29074,-1:0 0:-1 0:0 1:-1 1:0
W7U/NU-048,15259,-29136,0:0 1:-1
W7U/NU-049,15330,-29113,0:-1 0:0 1:1 2:1
W7U/NU-050,15113,-28974,-1:0 0:0 0:1 0:2 1:-2 1:-1 1:0 1:1 1:2 2:-2 2:-1 2:0 2:1 2:2 2:3 3:-2 3:-1 4:-2 4:-1
W7U/NU-051,15420,-29171,-1:1 -1:2 0:0 3:-1 3:0
W7U/NU-052,15131,-29032,-3:1 -1:-1 -1:0 0:-2 0:0 0:1 1:0
W7U/NU-053,15555,-29031,-4:1 -4:2 -3:0 -3:1 -3:2 -2:0 -2:1 -2:2 -1:-1 -1:0 -1:1 0:-1 0:0 0:1 1:-1 1:0 1:1 2:-1 2:0 2:1 2:2 3:0 3:1 4:0 4:1
W7U/NU-054,15341,-29041,-3:-2 -3:2 -2:-2 -1:-2 -1:-1 -1:0 -1:1 -1:2 0:-2 0:-1 0:0 0:1 0:2 1:-1 1:0 1:1 1:2 2:1 2:2 2:3 3:1 3:2 3:3 4:1 4:2
W7U/NU-055,15348,-29095,-4:0 -3:0 -2:0 -1:0 -1:1 0:0 0:1 0:2 1:-1 1:0 1:1 2:-1 2:0 2:1
W7U/NU-056,15491,-29046,-1:0 -1:1 0:0 0:1 1:0 1:1 2:0 2:1 2:2 2:3 3:3
W7U/NU-057,15058,-29048,-5:-1 -5:0 -4:0 -1:0 0:-1 0:0 1:0
W7U/PI-001,14216,-29255,-2:-3 -1:1 0:0 0:1 1:1
W7U/PI-003,14237,-29270,-1:1 0:0 0:1 1:0 2:0
W7U/PI-006,14222,-29187,-2:0 -2:1 -1:-2 -1:-1 -1:0 -1:1 -1:2 0:-2 0:-1 0:0 0:1 0:2 1:-2 1:-1 1:0 1:1 2:-2 3:-2 3:-1 3:0 4:-2 4:-1 4:0 5:-1 5:0
W7U/PI-007,14194,-29138,-4:-2 -4:-1 -4:0 -4:1 -4:2 -3:1 -2:-1 -1:-2 -1:-1 -1:0 -1:1 -1:2 0:-1 0:0 0:1 1:0 1:1 1:2 2:0 3:0 4:0 5:0
W7U/PI-008,14167,-29190,-1:1 -1:3 0:0 0:1 0:3 1:0 1:1 1:2 1:3 2:1 2:2 2:3 3:1
W7U/PI-012,14248,-29283,-4:0 -3:-3 -2:4 -1:4 0:0 1:0 1:4
W7U/SE-001,14321,-29074,0:0 1:0
W7U/SE-002,14305,-29171,-4:0 -4:1 -4:2 -3:0 -3:1 -3:2 -3:3 -2:1 -2:2 -1:-1 -1:0 -1:1 -1:2 0:-1 0:0 0:1 0:2 0:3 1:-2 1:-1 2:-3 2:-2
W7U/SE-004,14293,-29155,-4:-2 -4:-1 -3:-1 -2:-1 -2:0 -1:0 0:0 0:1 1:0
W7U/SE-005,14334,-29096,-4:2 -4:3 -3:2 -2:-4 -2:-1 -2:0 -2:1 -1:-4 -1:-2 -1:-1 -1:0 -1:1 0:-4 0:-2 0:-1 0:0 1:-3 1:-2 1:-1
W7U/SE-006,14266,-29032,0:0 1:0 2:-1
W7U/SE-007,14291,-29072,-4:-1 -3:-1 -3:0 -3:1 -2:-1 -2:0 -2:1 -1:-1 -1:0 -1:1 0:-2 0:-1 0:0
W7U/SE-008,14300,-29063,-4:0 -3:-1 -3:0 -2:-1 -2:0 -1:-1 -1:0 0:0 1:0 2:0
W7U/SE-010,14333,-29024,-1:0 -1:1 0:0 1:0
W7U/SE-012,14431,-29070,-3:-2 -3:-1 -2:-2 -2:-1 -1:-2 -1:-1 -1:0 0:-2 0:-1 0:0 0:1 1:-1 1:0 3:1 4:1
W7U/SE-013,14324,-29247,-4:-1 -3:-1 -1:0 -1:1 0:-2 0:0 0:1 1:-1 1:0 1:1 2:1
W7U/SE-014,14430,-28997,-1:-2 -1:1 0:0 0:1 1:0 1:1 2:1 3:1 3:2
W7U/SE-015,14420,-29188,0:0
W7U/SJ-001,14222,-28454,0:0
W7U/SJ-003,14004,-28505,-1:-1 0:0 1:0
W7U/SJ-004,14010,-28527,-2:-3 -1:-3 0:-2 0:0 1:-3 1:-2 1:-1 1:0 2:-2 2:0 3:0
W7U/SJ-005,14020,-28515,0:-2 0:0 1:-2 1:0 4:0 5:0
W7U/SJ-006,14050,-28529,-2:-1 -2:0 -1:-2 -1:-1 -1:0 0:0
W7U/SJ-007,14028,-28589,-3:0 -3:1 -2:0 -1:0 0:0 0:1 1:-1 1:0 1:3 2:-1 2:0 3:-1 4:-1 5:-1
W7U/SJ-008,13935,-28609,0:-1 0:0 1:0
W7U/SL-001,15034,-29094,-1:2 0:-1 0:0
W7U/SL-002,15012,-29084,-1:-1 0:0 2:3
W7U/SL-003,15009,-29104,0:0 0:1 1:0
W7U/SL-005,15033,-29053,0:0 0:1 1:0
W7U/SL-006,15038,-29075,-2:1 -1:0 0:0
W7U/SL-007,15058,-29090,0:0
W7U/SL-008,15045,-29055,-1:3 0:0 0:1 2:0 3:-1 3:1 4:-2
W7U/SL-010,15071,-29064,-2:-4 -1:-2 0:-2 0:-1 0:0 0:1
W7U/SL-011,15060,-29075,-1:0 0:0 2:3 2:4 3:-3 3:3
W7U/SL-012,15130,-29103,0:0
W7U/SL-013,14987,-29212,0:0 1:-3 1:-2 1:0
W7U/SL-014,15042,-29216,0:0 0:1
W7U/SL-015,15005,-29216,-1:0 0:-1 0:0
W7U/SL-017,15059,-29220,-3:0 -2:0 -1:0 0:0
W7U/SM-001,15114,-28809,0:-1 0:0
W7U/SM-002,15104,-28809,0:0 1:0 3:-2
W7U/SM-003,15105,-28774,-2:1 -1:1 0:0 1:0
W7U/SM-004,15103,-28789,-2:0 0:0 3:-1 4:-1
W7U/SM-005,15122,-28694,-3:-3 -3:-2 -3:-1 -2:-2 -2:-1 -1:-1 0:-1 0:0 1:0 2:0 3:0 4:0 5:0 5:1
W7U/SM-006,15101,-28842,-1:0 0:0
W7U/SM-007,15091,-28847,-2:1 -1:1 0:0
W7U/SM-008,15101,-28824,-3:0 -2:0 0:0 2:0
W7U/SM-009,15108,-28824,0:0
W7U/SM-010,15087,-28866,0:0
W7U/SM-011,15099,-28863,0:0 1:0
W7U/SM-012,15090,-28860,0:0
W7U/SM-013,15105,-28832,-4:1 0:0 1:0
W7U/SM-014,15097,-28869,0:0 1:-1 1:4
W7U/SM-015,15076,-28884,-2:2 0:0
W7U/SM-016,15073,-28902,-1:1 0:0
W7U/SM-017,15072,-28911,-1:0 0:0
W7U/SM-019,15085,-28883,0:0 0:1 1:0 1:1 3:1 5:0
W7U/SM-020,15076,-28893,0:-1 0:0 0:1 1:-2 1:-1
W7U/SM-025,15114,-28895,-1:0 0:0 1:0
W7U/SM-026,15059,-28903,-3:-1 -3:0 -2:-1 -2:0 -1:0 0:-1 0:0 1:0 2:0 3:0 4:0
W7U/SM-028,15065,-28923,-3:1 -2:1 -1:1 0:-1 0:0 2:4
W7U/SM-029,15137,-28907,-4:-1 -1:0 0:0 0:1 1:0
W7U/SM-030,15127,-28912,-3:2 -2:1 -1:0 0:-1 0:0 0:1 0:4
W7U/SM-033,15065,-28944,-2:-3 -1:-2 0:-1 0:0 1:1 1:2 1:3
W7U/SM-034,15115,-28884,-1:-1 -1:0 -1:1 0:-1 0:0 0:1 0:2 0:3 2:-2
W7U/SM-035,15101,-28921,-4:-1 -3:1 -2:2 -2:3 -1:0 -1:1 -1:2 -1:3 -1:4 0:-4 0:-3 0:-2 0:-1 0:0 0:3 0:4 1:-2 1:0 1:4 2:-2 2:0
W7U/SM-036,15071,-28958,-1:0 0:-1 0:0 1:-1 2:-1 3:-1 3:0 4:-1
W7U/SM-042,15037,-29033,-1:-2 -1:-1 0:-1 0:0 1:-4 1:0 2:-4 2:0 3:0 3:1
W7U/SM-043,15191,-28935,-2:-1 -1:-1 0:-2 0:-1 0:0 1:-1 1:0 2:-1
W7U/SP-001,14487,-29025,-4:0 -3:-3 -3:-2 -3:-1 -2:-3 -2:-2 -2:-1 -1:-4 -1:-3 -1:-2 -1:-1 -1:0 -1:3 0:-4 0:0 0:1 0:2 0:3 0:4 1:-4
W7U/SP-003,14583,-29012,-3:1 -2:-4 -2:-1 -2:0 -2:1 -2:3 -1:0 -1:1 -1:2 0:0 0:1 0:2
W7U/SP-005,14457,-29057,0:0
W7U/SP-006,14490,-29040,-3:3 -2:2 -2:3 -1:1 -1:2 0:0 0:1 0:2 1:1
W7U/SP-007,14502,-29041,-2:2 -1:1 0:-1 0:0 1:-2 1:-1 2:-2
W7U/SP-010,14725,-29057,0:-1 0:0 1:-1 1:0 3:-1
W7U/SU-003,14273,-28445,-4:-2 -2:-2 0:0
W7U/SU-004,14264,-28444,0:0 1:1
W7U/SU-005,14260,-28440,0:0
W7U/SU-006,14210,-29264,0:-1 0:0 0:1 0:4 1:0
W7U/SU-007,14229,-29275,0:0
W7U/SU-008,14222,-29280,0:-1 0:0
W7U/SU-009,14299,-29099,-5:-1 -5:0 -4:-2 -4:-1 -4:0 -4:1 -3:-2 -3:-1 -3:0 -3:1 -3:2 -2:-2 -2:-1 -2:0 -2:1 -1:-1 -1:0 -1:1 0:-1 0:0 0:1 1:-1 1:0 1:1 1:2 2:0 2:1 2:2 3:1 3:2 3:3 4:2
W7U/SU-010,14337,-29075,-2:-1 -1:-1 0:-1 0:0 1:-1 1:0 2:-2 2:-1 3:-3
W7U/SU-011,14327,-29048,-2:-1 -2:0 -2:1 -1:-1 -1:0 -1:1 0:0
W7U/SU-012,14114,-28858,-3:2 -2:1 -1:0 -1:1 0:0 1:0
W7U/SU-013,14058,-28852,-1:0 0:0
W7U/SU-014,14014,-28506,0:-2 0:-1 0:0
W7U/SU-015,14133,-29037,-5:-1 -5:0 -5:1 -4:-3 -4:-2 -4:-1 -4:0 -4:1 -4:2 -4:3 -3:-3 -3:-2 -3:-1 -3:0 -3:1 -3:2 -3:3 -2:-4 -2:-3 -2:-2 -2:-1 -2:0 -2:1 -2:2 -2:3 -2:4 -1:-4 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 -1:3 -1:4 0:-4 0:-3 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-4 1:-3 1:-2 1:-1 1:0 1:1 1:2 1:3 1:4 2:-3 2:-2 2:-1 2:0 2:1 2:2 2:3 3:-3 3:-2 3:-1 3:0 3:1 3:2 3:3 4:-1 4:0 4:1
W7U/SU-016,13955,-29384,0:0 0:1 0:4 1:1 1:2 1:3 2:2 2:3 2:4 3:4
W7U/SU-017,14228,-29032,-4:-2 -4:-1 -4:0 -4:1 -4:2 -3:-3 -3:-2 -3:-1 -3:0 -3:1 -3:2 -2:-3 -2:-2 -2:-1 -2:0 -2:1 -2:2 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 0:-2 0:-1 0:0 0:1 0:2 1:-2 1:-1 1:0 1:1 1:2 2:-2 2:-1 2:0 2:1 2:2 2:3 3:-2 3:-1 3:0 3:1 3:2 3:3 4:-2 4:-1 4:0 4:1 4:2 4:3 5:0 5:1
W7U/SU-021,14081,-29224,-4:0 -3:0 -1:0 -1:1 -1:2 0:0 0:1 0:2 1:1
W7U/SU-022,14032,-28828,-2:2 -1:1 0:0 0:1 1:1 2:1
W7U/SU-024,13822,-29556,-2:1 -1:0 -1:1 0:0 0:1 1:-2 1:3 2:-2 2:4 3:1 3:2
W7U/SU-026,14218,-29172,-2:1 -1:0 0:-2 0:-1 0:0 1:-2 1:-1 1:0 1:1 2:-1 2:0 2:1
W7U/SU-027,14397,-29233,-3:2 -2:2 -2:3 -1:2 0:0
W7U/SU-028,13910,-29442,-4:-2 -3:-3 -3:-2 -2:-3 -2:-2 -2:-1 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 0:-2 0:-1 0:0 0:1 0:2 1:-2 1:0 1:1 1:2
W7U/SU-029,14383,-29237,-2:0 -1:0 -1:1 0:-2 0:-1 0:0 1:-2 1:0 2:-3
W7U/SU-030,14589,-28968,-4:-1 -4:0 -3:-1 -3:0 -2:-1 -1:-1 -1:0 -1:1 0:0 0:1 1:0 1:1 2:0 2:1 3:0
W7U/SU-032,14266,-29502,-1:0 0:0 1:0
W7U/SU-033,14497,-29534,-1:0 0:0
W7U/SU-036,13958,-29246,0:0 1:-1 1:0 1:1 2:-1 2:2
W7U/TO-001,14782,-29661,-1:0 0:0
W7U/TO-003,14952,-29216,0:-1 0:0 1:1 1:4
W7U/TO-005,14972,-29219,0:0
W7U/TO-006,14982,-29223,-1:0 0:0 3:0 4:-1
W7U/TO-007,14961,-29322,-2:1 -1:1 0:0 3:-2
W7U/TO-008,14962,-29236,0:0 1:0
W7U/TO-009,14809,-29308,-1:2 0:0 1:-1 1:0 2:-1 3:-1 4:-1
W7U/TO-010,14807,-29659,-5:-1 -5:0 -5:1 -4:0 -1:0 0:0 0:1 1:-1 1:0
W7U/TO-011,14981,-29318,-4:2 -2:1 -1:1 0:-4 0:0 1:-4
W7U/TO-013,15038,-29327,-1:0 0:0
W7U/TO-014,14906,-29309,0:0 1:0 1:1
W7U/UI-001,15078,-28602,-2:-1 -2:0 -1:-2 -1:-1 -1:0 -1:1 0:-3 0:-2 0:-1 0:0 1:-1 2:-1 3:-1 3:0 4:-1 4:0
W7U/UI-002,15089,-28635,-4:2 -3:1 -3:2 -3:3 -3:4 -2:0 -2:1 -2:2 -2:3 -2:4 -1:-1 -1:0 -1:1 0:-2 0:-1 0:0 0:1 1:-2 1:-1 1:0 1:1 2:2
W7U/UI-003,15088,-28535,-4:-1 -4:0 -3:-1 -3:0 -2:-1 -2:0 -2:1 -1:-1 -1:0 0:-1 0:0 1:-3 1:-2 1:-1 1:0 2:-2 2:0 4:-1
W7U/UI-004,15081,-28553,-4:1 -2:0 -1:-1 -1:0 0:-1 0:0 0:1 1:-1 1:0 2:-1
W7U/UI-005,15092,-28488,-2:-2 -2:1 -2:2 -2:3 -2:4 -1:-1 -1:0 -1:1 0:-1 0:0
W7U/UT-002,14996,-29088,0:-1 0:0
W7U/UT-004,14962,-29073,-4:-1 -4:0 -4:1 -3:-3 -3:0 -2:-3 -2:-2 -1:-4 0:-4 0:0 1:-4 1:0
W7U/UT-005,14998,-29057,0:0
W7U/UT-006,14921,-28989,-4:2 -4:3 -1:2 0:0 0:1 0:2 1:1 1:2 2:2 3:2
W7U/UT-008,14894,-29060,-1:0 -1:1 0:0
W7U/UT-010,14833,-28960,-3:1 -3:2 -1:0 0:0 1:0 1:1 2:0
W7U/UT-011,14762,-28989,-5:-1 -5:2 -4:-2 -4:-1 -4:1 -4:2 -4:3 -3:-3 -3:-2 -3:-1 -3:1 -3:2 -3:3 -3:4 -2:-3 -2:-2 -2:1 -2:2 -2:3 -2:4 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 -1:3 -1:4 0:-4 0:-3 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-4 1:-3 1:-2 1:-1 1:0 1:1 1:3 2:-3 2:-1 2:0 2:1 3:1
W7U/UT-012,14926,-29026,0:0
W7U/UT-014,14938,-29025,-1:1 0:0 0:1 1:0 1:1 2:-1
W7U/UT-015,14902,-29062,0:0 1:-1 1:0 3:3
W7U/UT-016,14966,-29093,-1:1 0:0 0:1 3:0 3:1 4:0 5:0
W7U/WA-001,14966,-28909,-1:-1 -1:0 -1:1 -1:2 -1:3 0:-2 0:-1 0:0
W7U/WA-002,14954,-28952,-1:0 0:0 1:0 5:-1
W7U/WA-004,15028,-28901,-2:0 -2:1 -2:2 -2:3 -1:-1 -1:0 -1:1 0:-1 0:0
W7U/WA-005,14929,-28941,-3:1 -3:2 -2:1 -2:2 -2:4 -1:1 0:0 0:1
W7U/WA-007,14946,-28897,-3:-1 -2:-1 -2:0 -2:1 -2:2 -1:-1 -1:0 -1:1 -1:2 -1:3 0:-2 0:-1 0:0 0:1 0:2 0:3 1:-4
W7U/WA-013,14914,-28914,-2:-1 -2:0 -2:1 -2:2 -1:0 -1:1 -1:2 0:0
W7U/WA-014,14811,-28920,-1:0 -1:1 0:-1 0:0 1:-1 1:0 1:1 2:1 3:0 3:1
W7U/WS-001,13857,-29527,-4:-2 -1:1 0:0 0:1
W7U/WS-004,13876,-29533,-3:2 -2:1 -1:0 -1:2 0:0 0:1 0:2 1:1 2:0 2:1 2:2 2:3 2:4
W7U/WY-001,14254,-29030,0:0 1:-1
W7U/WY-003,14203,-29034,-1:-1 -1:0 0:-1 0:0
W7W/CH-001,17866,-31476,0:0
W7W/CH-002,17583,-31485,0:0
W7W/CH-003,17837,-31461,0:0
W7W/CH-004,17956,-31488,0:0
W7W/CH-005,17828,-31460,0:0
W7W/CH-006,17842,-31460,-4:-1 -4:0 0:0
W7W/CH-007,17584,-31467,-2:1 0:0
W7W/CH-008,17584,-31471,-1:5 0:0 0:3
W7W/CH-009,17870,-31362,0:0
W7W/CH-010,17593,-31459,-2:0 -1:0 0:0
W7W/CH-011,17582,-31482,-1:-3 0:-4 0:-3 0:-2 0:0
W7W/CH-012,17796,-31503,0:0
W7W/CH-013,17815,-31410,0:0 1:0 1:1
W7W/CH-014,17812,-31488,-1:0 0:0
W7W/CH-015,17587,-31461,0:-2 0:0 1:2
W7W/CH-016,17959,-31491,-2:2 -2:3 0:-2 0:0
W7W/CH-017,17915,-31397,0:0
W7W/CH-018,17867,-31463,0:0
W7W/CH-019,17614,-31471,0:0
W7W/CH-020,17858,-31343,-3:1 0:0 1:2
W7W/CH-021,17581,-31475,0:0 2:4
W7W/CH-022,17820,-31414,0:0
W7W/CH-023,17844,-31474,0:0
W7W/CH-024,17800,-31507,0:0 1:-2
W7W/CH-025,17826,-31425,0:0 2:0
W7W/CH-026,17846,-31472,0:0 1:0
W7W/CH-027,17819,-31418,0:0
W7W/CH-028,17824,-31448,0:0
W7W/CH-029,17874,-31366,-4:3 -3:3 0:0
W7W/CH-030,17880,-31450,0:0
W7W/CH-031,17847,-31342,0:0
W7W/CH-032,17581,-31455,0:0
W7W/CH-033,17887,-31446,0:0
W7W/CH-034,17867,-31432,0:0 2:0
W7W/CH-035,17953,-31505,0:0
W7W/CH-036,17929,-31521,0:0 0:1
W7W/CH-037,17589,-31451,-1:-1 0:0
W7W/CH-038,17872,-31451,0:-1 0:0 3:1
W7W/CH-039,17850,-31341,-3:0 0:-1 0:0
W7W/CH-040,17807,-31398,0:-1 0:0 4:-3
W7W/CH-041,17862,-31443,-1:0 0:0 3:1
W7W/CH-042,17891,-31509,0:0
W7W/CH-043,17873,-31431,0:0
W7W/CH-044,17923,-31409,0:0
W7W/CH-045,17838,-31450,0:0 1:0
W7W/CH-046,17928,-31458,0:0
W7W/CH-047,17895,-31503,0:0
W7W/CH-048,17856,-31372,0:0
W7W/CH-049,17667,-31494,0:0
W7W/CH-050,17827,-31450,0:-1 0:0
W7W/CH-051,17964,-31456,0:0 1:0
W7W/CH-052,17860,-31485,-1:-1 0:0
W7W/CH-053,17825,-31411,0:0
W7W/CH-054,17813,-31421,0:0
W7W/CH-055,17862,-31352,-4:3 -3:2 -2:1 -1:-1 -1:0 -1:1 0:0 4:0 4:1
W7W/CH-056,17870,-31439,0:0
W7W/CH-057,17910,-31398,0:0 3:1 4:1 5:-1 5:0
W7W/CH-058,17604,-31484,-2:-2 0:0
W7W/CH-059,17814,-31453,0:0
W7W/CH-060,17816,-31497,-4:0 -3:0 -1:0 0:0 0:1
W7W/CH-061,17809,-31423,-4:3 -2:3 -1:0 -1:3 0:0 4:1
W7W/CH-062,17826,-31335,-3:-3 -1:-1 0:-1 0:0
W7W/CH-063,17833,-31423,-4:-3 -1:0 0:-1 0:0 1:-1
W7W/CH-064,17897,-31472,-3:0 0:0
W7W/CH-065,17925,-31421,0:0
W7W/CH-066,17881,-31486,0:0
W7W/CH-067,17928,-31441,0:0 0:1
W7W/CH-068,17882,-31474,0:0 0:1 2:1
W7W/CH-069,17844,-31354,-1:-2 0:0 0:4
W7W/CH-070,17868,-31454,0:0 3:1 3:4 4:1
W7W/CH-071,17825,-31328,-1:0 0:0 1:0
W7W/CH-072,17961,-31414,0:0
W7W/CH-073,17602,-31491,0:0 0:1
W7W/CH-074,17872,-31461,-4:-2 -4:-1 -4:0 0:0
W7W/CH-075,17965,-31422,-2:-1 -1:4 0:0 0:1 2:1 3:0
W7W/CH-076,17957,-31421,0:0
W7W/CH-077,17968,-31435,0:0
W7W/CH-078,17919,-31417,0:0 2:-3
W7W/CH-079,17958,-31448,0:0
W7W/CH-080,17891,-31480,-1:0 0:0
W7W/CH-081,17644,-31471,-2:1 -2:2 -1:0 -1:1 0:0
