ref_code,base_y,base_x,offsets
W6/ND-018,14045,-30930,0:0 1:-1 3:0
W6/ND-019,14066,-30940,-4:-3 -4:-2 -3:-3 -3:-2 -3:-1 -2:-2 -2:-1 -1:-2 -1:-1 -1:0 0:-2 0:-1 0:0 1:-2 1:-1 2:-1
W6/ND-020,13377,-30598,0:0 1:-1 1:0 2:-1 2:0
W6/ND-021,13371,-30596,-1:0 0:0 1:0
W6/ND-024,13670,-30625,-1:0 0:0
W6/ND-026,13962,-30966,-3:-1 -2:-3 -2:-1 -2:0 -1:0 0:0 1:0
W6/ND-029,13963,-30881,-5:1 -4:1 -3:1 -2:1 -1:1 0:0 0:1 1:1 2:0 3:0
W6/ND-032,13393,-30595,-2:0 -1:0 0:0 2:-1
W6/ND-033,13807,-30651,-1:1 0:-1 0:0 2:-3 2:-2 2:-1 3:-2
W6/ND-034,14142,-30949,-3:-1 -2:-1 -2:0 -1:-2 -1:-1 -1:0 0:-2 0:-1 0:0 1:-2 1:-1 1:0 2:-2 2:-1
W6/ND-036,13363,-30594,-1:0 -1:1 0:-1 0:0 0:1 1:0 1:1
W6/ND-037,13973,-30976,-1:-1 -1:0 -1:1 -1:2 0:-1 0:0 0:1 0:3 1:-1 1:0 1:1 1:2 1:3 2:0 2:1 2:2 2:3
W6/ND-039,13351,-30498,0:-1 0:0 0:1
W6/ND-040,13408,-30655,-2:-1 -2:0 -1:-1 -1:0 0:-1 0:0 1:-2 1:-1 1:0 1:1 1:2 2:-2 2:0
W6/ND-046,13669,-30504,-1:0 0:0 1:-1 2:-2 3:-3
W6/ND-047,13917,-30873,-1:0 0:0 1:-1 1:0 3:0
W6/ND-048,14019,-30877,-3:0 -2:0 -1:-1 -1:0 0:-1 0:0 0:1
W6/ND-050,13855,-30711,-2:0 -1:0 0:0 0:1 1:2
W6/ND-051,13539,-30640,0:-1 0:0 1:-1
W6/ND-052,14033,-30874,-2:0 -1:0 -1:1 0:0 0:1 1:0 1:1 2:0 2:1
W6/ND-053,13622,-30577,-2:0 -1:-1 -1:0 0:0
W6/ND-054,13388,-30653,-1:-1 0:0 4:0
W6/ND-055,13475,-30528,-4:0 -3:0 -2:0 -2:1 -1:0 -1:1 0:-1 0:0 1:-1 1:0 1:1 2:-1 2:0 3:0 4:-1
W6/ND-378,13899,-30786,-1:0 0:-1 0:0 0:1 2:-4 2:-3
W6/ND-380,14050,-31066,-2:-1 -1:-1 -1:0 -1:1 0:0
W6/ND-381,13880,-30926,-5:-1 -4:-1 -1:0 0:0
W6/ND-382,14088,-31063,-1:1 0:-1 0:0 0:1
W6/ND-383,14063,-31042,-3:0 -2:0 -1:0 0:0 0:1 1:-4 1:0 2:-4
W6/ND-385,13959,-30811,-1:4 0:0 0:4 1:0 1:3 1:4
W6/ND-386,14152,-31106,-2:-1 -1:-1 0:0
W6/ND-387,14044,-31059,-2:0 -1:-4 -1:0 0:-4 0:0 3:-3 3:-2 3:-1 3:0 4:-2 4:-1
W6/ND-388,14221,-31127,-3:-1 -1:-1 -1:0 0:-4 0:-1 0:0 0:1 1:-4
W6/ND-389,14028,-30992,-4:0 0:0 1:0
W6/ND-392,13954,-30986,-4:-2 -3:-3 -3:0 0:-1 0:0 1:-1 1:0 2:-1 2:0
W6/ND-394,14132,-31060,0:-1 0:0 0:1 1:-2 1:-1 1:0 2:-2 2:-1 2:0 3:-2 3:-1 3:0 4:-2 4:-1 4:0 5:-1
W6/ND-395,14176,-31114,-4:-2 -4:-1 -4:0 -4:1 -3:-3 -3:-2 -3:-1 -3:0 -2:-4 -2:-3 -2:-2 -1:-4 0:0
W6/ND-396,14081,-30889,-3:-1 -3:0 -3:1 -2:-1 -2:0 -2:1 -1:-1 -1:0 -1:1 -1:2 0:-1 0:0 0:1 0:2 0:3 1:-4 1:-3 1:-1 1:0 1:1 1:2 2:-4 2:-3 2:0 2:1 2:2 2:3 3:1 3:2 3:3
W6/NE-001,15290,-31303,-1:0 0:0 1:0 4:0
W6/NE-002,15325,-31308,0:-1 0:0 2:-1
W6/NE-003,14986,-31653,0:-1 0:0
W6/NE-004,15273,-31293,-2:-2 -2:-1 -1:-2 -1:-1 -1:0 0:0 2:-2
W6/NE-005,15287,-31294,0:-2 0:-1 0:0 1:-1
W6/NE-006,15240,-31283,-4:-3 -3:-2 -2:-2 -2:-1 -1:-1 -1:0 0:-1 0:0
W6/NE-007,14989,-31632,-1:0 0:0
W6/NE-008,14995,-31653,-1:1 0:-1 0:0 1:-1
W6/NE-009,15009,-31647,-1:-1 -1:0 0:0 1:1
W6/NE-010,15380,-31808,-1:0 0:-1 0:0 1:-1 1:0 2:0
W6/NE-011,15265,-31286,-4:1 -3:0 -3:1 -2:0 -2:1 -1:0 -1:1 0:-1 0:0 0:1 1:-1 1:0 1:1 2:-1 2:0
W6/NE-012,15350,-31784,0:-1 0:0
W6/NE-013,14998,-31575,0:0 0:1 1:0
W6/NE-014,15026,-31601,-1:0 0:-1 0:0 0:1 1:-1 1:0
W6/NE-015,15542,-31294,-4:2 -3:1 -3:2 -3:3 -2:1 -2:2 -2:3 -1:1 -1:2 0:0 0:1 0:2 1:-1 1:0 1:1 1:2 2:-1 2:0 2:1 2:2 3:-2 3:-1 3:0 3:1
W6/NE-016,15451,-31829,0:-1 0:0 1:-1
W6/NE-017,15411,-31321,-1:0 0:-1 0:0 0:1 1:-1
W6/NE-018,15531,-31309,-1:0 -1:2 -1:3 0:-1 0:0 0:1 0:2 1:-1
W6/NE-019,14973,-31642,-1:0 -1:1 0:0 0:1 1:1
W6/NE-020,15034,-31610,-1:0 0:0 1:0
W6/NE-022,15381,-31762,0:0 0:1
W6/NE-023,15385,-31772,0:-1 0:0 1:-1 2:-1
W6/NE-024,15015,-31570,0:-1 0:0 1:-1
W6/NE-025,15101,-31295,-1:0 -1:1 0:-1 0:0 0:1
W6/NE-026,15450,-31323,-4:2 -3:1 -3:2 -3:3 -2:-1 -2:0 -2:1 -2:2 -2:3 -2:4 -1:-1 -1:0 -1:1 0:0 1:0 1:1 1:2 2:1 2:2 2:3 3:1 3:2 4:1
W6/NE-027,15163,-31358,0:0
W6/NE-029,15411,-31655,-1:0 0:-1 0:0 0:1 1:-1 1:0 2:-1
W6/NE-030,15399,-31643,-1:-1 -1:0 0:-4 0:-3 0:-1 0:0 1:-4 1:-3 1:-1 1:0
W6/NE-031,15487,-31835,-1:0 -1:1 -1:2 -1:3 0:0 0:1 0:2 1:1
W6/NE-032,14999,-31586,-1:0 -1:1 0:0
W6/NE-034,14991,-31559,-2:0 0:-1 0:0
W6/NE-035,14978,-31580,0:0
W6/NE-036,15479,-31812,-1:0 -1:1 0:-1 0:0 0:1 1:-1 1:0 1:1 2:-1 2:0
W6/NE-037,15210,-31277,-2:-2 -2:-1 -1:-1 -1:0 0:0
W6/NE-039,15002,-31619,0:0 0:1 1:0 1:1
W6/NE-040,15034,-31488,-2:0 -1:-1 -1:0 -1:1 -1:2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-1 1:0 2:-1
W6/NE-041,14953,-31282,-4:1 -4:2 -3:2 -3:3 -2:0 0:-1 0:0 1:-3 1:0 2:-3 2:1
W6/NE-042,15360,-31760,0:0 0:1 0:2
W6/NE-043,14982,-31601,-1:0 -1:1 -1:2 0:-1 0:0 0:1 0:2
W6/NE-044,15091,-31313,-4:1 -3:-1 -3:0 -3:1 -2:-1 -2:0 -2:1 -2:2 -1:-2 -1:-1 -1:0 0:-1 0:0 0:1 1:0
W6/NE-045,15407,-31642,-1:0 0:-2 0:-1 0:0 1:-3 1:-2 1:-1 1:0 2:-2 2:-1 2:0
W6/NE-046,15385,-31323,-3:-1 -3:0 -2:-1 -2:0 -1:-2 -1:-1 -1:0 0:0
W6/NE-047,14986,-31461,-3:0 -2:-1 -2:0 -2:1 -2:2 -1:-1 -1:0 -1:1 -1:2 0:-2 0:-1 0:0 0:1 0:2 1:-2 1:-1 1:0 1:1 2:-2 2:-1 2:0 2:1 2:2 3:-2 3:-1 3:2 3:3 4:-2 4:-1 4:3
W6/NE-049,15394,-31670,-2:1 -2:2 -2:3 -2:4 -1:-1 -1:0 -1:1 -1:2 -1:3 -1:4 0:-2 0:-1 0:0 0:1 0:2 0:3 0:4 1:-1 1:0 1:1
W6/NE-050,15034,-31551,-1:0 0:0 1:0 1:4 2:4
W6/NE-051,15070,-31306,0:-1 0:0 1:-1 1:0 1:1
W6/NE-290,15340,-31307,-1:-1 -1:0 0:-1 0:0
W6/NE-291,15006,-31646,-4:2 -1:0 -1:1 0:0 0:1 1:0 4:-1
W6/NE-292,15402,-31322,0:0 1:-2 1:1
W6/NE-293,15356,-31764,-1:-1 0:-1 0:0 1:0
W6/NE-294,14918,-31461,0:0 0:1
W6/NS-001,14083,-31070,-1:0 0:0 2:0
W6/NS-002,14097,-31061,0:-1 0:0 0:1
W6/NS-003,14070,-31048,-2:-1 0:0
W6/NS-004,14105,-31083,-2:0 -1:0 -1:1 0:0 0:1 1:2
W6/NS-005,14054,-31071,-2:-1 -2:0 -1:0 -1:1 0:0 3:-3 4:-2 4:-1
W6/NS-006,14101,-31090,0:0
W6/NS-007,14075,-31071,0:0 3:1 4:1 4:2 5:0 5:1
W6/NS-008,14071,-31059,0:-3 0:-2 0:-1 0:0 1:-3 3:1
W6/NS-009,14079,-31075,-2:2 -1:0 0:-1 0:0
W6/NS-010,14140,-31096,-2:-2 0:-1 0:0
W6/NS-011,14067,-31079,-2:-2 0:0 1:1
W6/NS-012,14111,-31074,-1:-3 0:-3 0:0
W6/NS-013,14127,-31133,0:0
W6/NS-014,14096,-31075,0:0 0:1
W6/NS-015,14132,-31106,-1:-1 0:-1 0:0
W6/NS-016,14161,-31113,-1:1 0:0
W6/NS-017,14055,-31054,0:-1 0:0 0:1
W6/NS-018,14106,-31096,0:0
W6/NS-019,14214,-31150,-4:1 -4:2 -3:1 -2:0 -2:1 -1:0 0:0 1:-1 2:-1
W6/NS-020,14115,-31109,0:0
W6/NS-021,14127,-31118,0:0 0:1
W6/NS-022,14124,-31124,0:0
W6/NS-023,14216,-31164,0:0
W6/NS-024,14132,-31141,-4:2 0:0 0:1 0:3
W6/NS-025,14090,-31099,0:0 3:-3
W6/NS-026,14130,-31122,0:0
W6/NS-027,14224,-31133,-2:0 -1:0 0:-2 0:-1 0:0 1:-3 1:-1 2:-3 2:0
W6/NS-028,14108,-31106,-2:-2 -1:-1 -1:0 0:-1 0:0 1:-1 1:0 1:1 2:-2 2:-1
W6/NS-029,14119,-31102,-3:3 -1:4 0:0 1:0
W6/NS-030,14114,-31123,-1:0 0:0
W6/NS-033,14275,-31187,-2:-1 0:0
W6/NS-034,14160,-31161,-1:-2 0:-1 0:0
W6/NS-035,14017,-31123,0:0 0:1 0:2
W6/NS-036,14027,-31116,0:0 1:0
W6/NS-037,14220,-31142,0:0 0:1 1:-2 1:-1 1:0 2:-3 2:-2 3:-3
W6/NS-040,14284,-31187,-2:-1 -1:-1 0:0
W6/NS-041,14068,-31115,0:0 1:0 2:0 2:1 3:0 4:0
W6/NS-045,14097,-31128,0:-1 0:0 4:0 5:0 5:1
W6/NS-046,14122,-31110,0:0 1:0 1:1
W6/NS-047,14391,-31214,-3:-2 -2:-2 0:-1 0:0
W6/NS-050,14086,-31133,-3:1 -2:1 0:-1 0:0 1:0
W6/NS-051,14095,-31111,-2:-1 0:0 1:0
W6/NS-052,14129,-31154,-3:0 -1:0 0:0 0:1 1:1 4:1
W6/NS-055,14319,-31251,0:0
W6/NS-056,14150,-31175,-1:-1 -1:0 -1:1 0:-1 0:0 0:1 1:1
W6/NS-057,14153,-31184,-1:1 -1:2 0:-1 0:0 0:1 0:2 1:-2 1:-1 1:0
W6/NS-058,14055,-31101,-2:1 -1:-2 0:-1 0:0 1:-1 1:0 1:1 2:0
W6/NS-059,14248,-31135,-1:0 0:-1 0:0 0:1
W6/NS-061,14415,-31224,-3:-2 -2:-1 -1:-1 0:-1 0:0 2:-1
W6/NS-062,14338,-31247,-1:0 0:0 1:0
W6/NS-063,14249,-31188,-1:0 -1:1 -1:2 0:-1 0:0
W6/NS-064,14240,-31181,-2:1 -1:1 0:0
W6/NS-065,14347,-31217,0:0
W6/NS-066,14297,-31207,0:0
W6/NS-067,14387,-31292,-1:0 0:0
W6/NS-068,14407,-31290,0:0
W6/NS-070,14243,-31202,-3:-2 0:0
W6/NS-073,14306,-31249,0:-1 0:0 0:1 0:2 1:-1 1:0 2:0
W6/NS-075,14020,-31107,-3:-1 -1:0 0:0
W6/NS-076,14319,-31266,-2:3 0:-1 0:0 1:0
W6/NS-077,14251,-31199,0:-1 0:0
W6/NS-078,14257,-31203,0:0 1:0
W6/NS-079,14258,-31212,-1:-1 -1:0 0:0 0:1 1:0 2:1 3:1
W6/NS-081,14288,-31208,-4:1 -1:0 0:-2 0:0 1:-1 2:-1
W6/NS-083,14110,-31151,0:0
W6/NS-085,14165,-31208,0:-1 0:0
W6/NS-087,14348,-31264,-2:2 -2:3 -1:-1 -1:0 -1:1 -1:2 0:-1 0:0 1:0 2:0
W6/NS-088,14263,-31218,-1:-2 -1:0 -1:1 0:-1 0:0 0:1
W6/NS-089,14056,-31113,0:0 1:1 5:-1 5:0 5:1
W6/NS-091,14223,-31217,-1:3 0:0 0:1 0:3
W6/NS-092,14361,-31241,0:-1 0:0 1:-1 2:-3 3:-3
W6/NS-093,14250,-31222,-2:-4 -1:-4 0:-3 0:-1 0:0 1:-3 3:2
W6/NS-094,14401,-31299,0:0
W6/NS-096,14318,-31224,-1:1 0:0 0:1 1:0
W6/NS-097,14130,-31165,-1:-1 -1:4 0:0 1:0 2:-4 2:-3 3:-3 3:-2 4:-2 4:-1
W6/NS-099,14239,-31169,0:-1 0:0 2:-4
W6/NS-101,14175,-31211,-1:-1 0:0 1:0
W6/NS-102,14311,-31233,-1:-1 -1:0 0:0
W6/NS-103,14273,-31275,-1:0 0:0
W6/NS-104,14240,-31194,-1:0 0:0
W6/NS-108,14382,-31277,-1:0 -1:3 0:-1 0:0
W6/NS-110,14029,-31098,-4:-1 -4:0 -4:2 -3:-1 -2:4 0:0 1:1 2:2 2:3 3:2 4:1 5:0 5:1
W6/NS-111,14604,-31346,0:0 0:1 1:0 1:1 2:0 2:1 3:0 3:1
W6/NS-112,14038,-31103,0:0 1:0
W6/NS-114,14309,-31224,0:0
W6/NS-115,14517,-31325,0:-2 0:0 1:-4 1:-2
W6/NS-117,14111,-31181,-4:-2 -1:0 0:0 0:1 1:1 1:2 2:2 3:3
W6/NS-118,14084,-31164,-1:1 0:0 0:1 1:1 1:2 2:2 2:3 3:3
W6/NS-119,14058,-31148,-2:-2 -1:-4 -1:-3 -1:-2 -1:-1 0:-2 0:-1 0:0 1:-1 1:0 4:1
W6/NS-120,14269,-31153,-2:1 -1:-1 -1:0 0:-1 0:0 1:-2
W6/NS-121,14535,-31325,0:0 0:1 1:0
W6/NS-123,14598,-31336,-1:2 -1:3 0:0 0:1 0:3
W6/NS-126,14220,-31228,-1:-1 0:0 1:0
W6/NS-127,14391,-31270,-1:0 -1:1 0:-1 0:0 1:-1 1:0
W6/NS-128,14486,-31311,0:-1 0:0
W6/NS-129,14193,-31093,-2:0 -1:-1 -1:0 -1:1 0:-1 0:0 0:1 1:-1 1:0 1:1 2:0
W6/NS-132,14667,-31278,-4:1 -4:2 -3:1 -2:-2 -2:-1 -2:0 -2:1 -1:-2 -1:-1 -1:0 -1:1 0:-2 0:-1 0:0 0:1 1:0
W6/NS-133,14469,-31302,-2:1 -1:0 0:0 1:0
W6/NS-135,14419,-31280,-1:-1 0:-1 0:0
W6/NS-136,14314,-31211,-2:-3 -1:-1 0:-1 0:0
W6/NS-137,14043,-31112,-5:-2 -5:-1 -4:-3 -4:-2 -3:-4 -3:-3 -3:3 -2:3 -1:0 -1:3 -1:4 0:0 2:-3 2:-2
W6/NS-138,14533,-31287,-1:-1 -1:0 0:-1 0:0 0:1 1:0 1:2 1:3 2:0
W6/NS-139,14664,-31419,0:0
W6/NS-140,14088,-31167,0:0 1:1 4:-2 4:-1 5:0
W6/NS-142,14505,-31338,-4:1 -3:1 -2:1 -1:0 0:0
W6/NS-143,14254,-31264,-2:-1 -1:-1 -1:0 -1:1 0:-1 0:0 0:1 0:2 1:0
W6/NS-144,14099,-31187,-1:0 0:0 0:1 1:0 1:1 2:1 3:0
W6/NS-145,14301,-31196,-1:-4 -1:0 0:0 1:0 1:1
W6/NS-146,14619,-31261,-1:0 0:-1 0:0 1:0 3:-2 3:-1 4:-2 4:-1
W6/NS-147,14525,-31289,0:-1 0:0 0:1 0:2 0:3 1:0 1:1
W6/NS-148,14073,-31173,-4:-1 -2:0 -1:-2 -1:-1 -1:0 -1:1 0:-1 0:0 0:1 1:0 1:1 2:0 2:1 2:2 3:1 3:2
W6/NS-149,14551,-31336,-1:0 -1:1 0:0 0:1 3:3
W6/NS-151,14609,-31394,-1:1 0:0
W6/NS-153,14502,-31309,-1:1 0:0 0:1 1:-1 1:1 1:2 2:2
W6/NS-154,14449,-31304,-1:0 0:-1 0:0 1:0
W6/NS-155,14580,-31354,0:-1 0:0 1:0 1:1 1:3
W6/NS-156,14604,-31369,-2:0 -1:0 0:-2 0:-1 0:0 1:-2 1:-1 1:0 1:1 2:-3
W6/NS-158,14781,-31276,-1:-1 0:-1 0:0
W6/NS-160,14644,-31299,0:-3 0:-2 0:-1 0:0 0:1 1:-1 1:0 1:1 1:2
W6/NS-162,14689,-31394,0:-1 0:0 1:0 2:-4
W6/NS-163,14622,-31367,-1:1 0:0 0:1 0:2 1:0 1:2
W6/NS-165,14203,-31116,0:-1 0:0 0:1 1:0 1:1 2:0
W6/NS-167,14704,-31288,-1:1 -1:2 -1:3 0:0 0:1 0:3 1:-1 1:0 2:-1
W6/NS-169,14650,-31300,0:-2 0:-1 0:0 0:1 1:0 1:1 2:0 2:1
W6/NS-170,14590,-31396,0:-1 0:0 1:1 1:2 2:2 2:3 3:3
W6/NS-171,14533,-31371,-1:1 -1:2 0:-1 0:0 0:1 1:-1 1:0 2:-1
W6/NS-173,14129,-31230,-2:0 -1:-1 -1:0 -1:1 0:-3 0:-1 0:0 0:1 1:-1 1:0
W6/NS-174,14112,-31218,-4:-2 -2:-1 -1:0 0:0 0:1 1:3
W6/NS-175,14463,-31341,-2:-1 -1:0 -1:1 0:-3 0:-2 0:-1 0:0 1:-1
W6/NS-176,14895,-31611,-3:0 -3:1 -3:2 -2:0 -1:0 0:-1 0:0 1:-1
W6/NS-178,14210,-31250,-1:0 0:-1 0:0 0:1 1:-1 1:0 1:1 2:1 2:2 2:3 3:3
W6/NS-179,14569,-31390,0:-1 0:0 1:0 2:-1 2:0
W6/NS-180,14869,-31438,-3:-2 -3:-1 -2:-2 -2:-1 -1:-1 -1:0 -1:1 0:-1 0:0
W6/NS-181,14572,-31324,-2:0 -2:1 -1:0 -1:1 -1:2 0:0 0:1 1:-1 1:0 2:-2 2:-1 3:-2 4:-1 4:0 4:2 5:1
W6/NS-182,14706,-31430,0:0 1:0 2:0 3:0
W6/NS-183,14911,-31396,-1:1 0:0 0:1 1:-1
W6/NS-184,14581,-31386,0:-1 0:0 4:-1 5:-1
W6/NS-185,14813,-31453,-4:0 -4:1 -3:1 -3:2 -2:0 -2:1 -1:0 -1:1 0:-1 0:0 0:2 1:-1 2:-2
W6/NS-187,14046,-31182,0:0 1:0 2:0
W6/NS-188,14458,-31332,-2:-4 0:0
W6/NS-189,14539,-31273,-2:-3 -2:-2 -2:-1 -2:0 -1:-2 -1:-1 -1:0 0:-2 0:-1 0:0 1:-3 1:-2 1:-1 1:0 2:-3
W6/NS-191,14930,-31431,-1:-1 -1:0 0:-2 0:-1 0:0 1:0
W6/NS-193,14595,-31317,-3:2 -2:1 -2:2 -1:-2 -1:-1 -1:0 -1:1 -1:2 0:-3 0:-2 0:-1 0:0 0:1 1:-3 1:-2 1:-1 1:0 1:1 2:-3 2:-1
W6/NS-194,14714,-31473,0:0 1:0 1:1
W6/NS-195,14587,-31410,-1:0 -1:2 0:0 0:1 1:0 1:1 2:1
W6/NS-196,14820,-31459,-1:0 0:-1 0:0 1:-2 1:-1 1:1
W6/NS-197,14549,-31365,-1:0 0:0
W6/NS-198,14765,-31389,0:0 0:1 1:0
W6/NS-201,14922,-31467,-2:-1 -1:-1 -1:0 0:-1 0:0 1:-1 2:-2
W6/NS-202,14767,-31331,-2:4 0:0 2:-4 2:-3 3:-3
W6/NS-204,14554,-31354,-2:2 -1:-1 0:-1 0:0 0:1 1:-1 1:0
W6/NS-368,14098,-31083,0:0 4:1
W6/NS-369,14095,-31085,0:0 4:1
W6/NS-370,14235,-31157,0:-1 0:0
W6/NS-371,14162,-31172,-2:2 -1:0 0:0
W6/NS-372,14188,-31170,-4:2 -3:2 -2:4 -1:-1 -1:4 0:0 0:4
W6/NS-375,14345,-31246,0:-1 0:0 1:-1 1:0
W6/NS-376,14215,-31184,0:0 0:1 1:0
W6/NS-377,14394,-31296,-3:1 -1:0 0:0
W6/NS-382,14354,-31225,-1:1 0:0
W6/NS-386,14116,-31197,-2:-1 -1:0 0:0 0:1 0:2 0:3 1:-3
W6/NS-388,14107,-31208,-4:-1 -3:-2 -3:-1 -3:0 -3:1 -3:2 -2:-2 -2:-1 -2:0 -2:1 -2:2 -1:-3 -1:-2 -1:-1 -1:0 -1:1 -1:2 0:-1 0:0 0:1 0:2 1:0 1:1 1:2 1:3 2:2 2:3 4:2
W6/NS-389,14582,-31362,-1:0 0:-1 0:0 0:1 0:2
W6/NW-001,15185,-32044,0:-1 0:0
W6/NW-002,15169,-32046,-1:0 0:0
W6/NW-003,15186,-32041,0:-1 0:0
W6/NW-004,15174,-32032,0:0
W6/NW-005,15196,-32021,0:0
W6/NW-006,15325,-31921,0:0 1:2 3:1 3:2
W6/NW-007,15164,-31999,0:-3 0:0
W6/NW-008,15399,-32056,-4:-2 -3:-2 -3:-1 -2:0 -1:0 0:0
W6/NW-009,15187,-32019,0:0
W6/NW-011,15318,-31925,0:0 0:1 0:2
W6/NW-013,15289,-32019,0:0
W6/NW-015,15164,-32006,-2:2 0:0 1:0
W6/NW-016,15170,-32000,0:-1 0:0 0:1 1:3
W6/NW-017,15281,-31975,0:0 1:0
W6/NW-018,14828,-31994,-1:0 0:0 0:1 1:-2
W6/NW-021,15188,-32009,0:0 0:1
W6/NW-022,15160,-32032,0:0 0:1
W6/NW-027,15152,-32005,-1:0 0:0 1:3 1:4 2:4
W6/NW-030,15218,-32024,0:0 1:0 2:0
W6/NW-034,14890,-32034,0:-1 0:0
W6/NW-035,15260,-31980,0:-1 0:0
W6/NW-036,15122,-32026,0:0 1:0 2:0
W6/NW-038,15307,-31929,-2:2 -1:1 0:0
W6/NW-043,15298,-32014,-1:-4 0:0
W6/NW-047,15195,-31979,-1:0 0:0
W6/NW-048,14822,-32020,-3:1 -2:0 -2:1 -2:3 -1:0 0:0
W6/NW-050,15157,-32090,-2:1 -1:0 0:0 1:1
W6/NW-051,15328,-32020,0:0 1:0 2:0
W6/NW-396,15196,-32005,0:0 1:0
W6/SC-001,12900,-31043,-2:0 -1:-1 -1:0 0:-2 0:-1 0:0 1:-2 1:-1 1:0 1:1
W6/SD-001,13058,-30029,0:0 1:-1 2:0
W6/SD-436,12616,-30437,-2:-3 -1:-3 0:0
W6/SN-001,13547,-30806,0:-1 0:0
W6/SN-002,13576,-30811,0:0 0:1
W6/SN-003,13527,-30792,-1:-2 -1:-1 -1:0 0:0
W6/SN-004,13576,-30818,0:0
W6/SN-005,13566,-30813,-1:-1 0:0
W6/SN-006,13803,-30905,0:0
W6/SN-007,13594,-30833,-3:1 -2:0 0:0
W6/SN-008,13765,-30905,0:0
W6/SN-009,13741,-30867,-1:2 0:0
W6/SN-010,13535,-30864,0:0
W6/SN-011,13768,-30907,0:0
W6/SN-012,13756,-30889,-1:0 -1:1 0:-1 0:0
W6/SN-013,13824,-30932,0:0
W6/SN-014,13793,-30900,0:0 1:-2
W6/SN-015,13959,-31042,-1:1 0:0
W6/SN-016,13977,-31061,0:0 0:1
W6/SN-017,13818,-30929,0:0
W6/SN-018,13749,-30878,-3:0 0:-2 0:0 0:1
W6/SN-019,13818,-30947,0:0
W6/SN-020,14036,-31048,0:0 1:0
W6/SN-021,13961,-31041,0:0
W6/SN-022,13636,-30845,0:0
W6/SN-023,13625,-30820,0:-1 0:0 0:1 2:-4 2:-3
W6/SN-024,14061,-31074,-1:2 0:0 0:1 0:2
W6/SN-025,13717,-30833,-2:-4 -2:-3 -2:-2 -1:0 0:0
W6/SN-027,14108,-31090,0:0
W6/SN-028,14067,-31072,0:0
W6/SN-029,13431,-30760,0:0 1:0 2:0
W6/SN-030,14180,-31160,-1:0 -1:1 0:-2 0:-1 0:0
W6/SN-031,13447,-30805,0:0
W6/SN-032,14205,-31156,-1:1 0:0 0:1
W6/SN-033,13937,-30999,-2:1 -1:0 -1:1 0:0 1:-1
W6/SN-034,14391,-31224,0:-1 0:0 0:1 2:3
W6/SN-035,14267,-31195,-1:4 0:-1 0:0 1:-2 1:-1
W6/SN-036,14409,-31276,-1:0 0:-1 0:0
W6/SN-037,13283,-30824,-1:0 0:0 1:0 3:-3
W6/SN-038,14579,-31341,0:0 1:-1
W6/SN-039,14327,-31149,-1:0 0:-1 0:0
W6/SN-040,13980,-31129,-1:0 0:0
W6/SN-041,13130,-30882,-1:0 0:0 0:1
W6/SN-050,13742,-30867,0:0 2:-1
W6/SN-051,13958,-31042,0:0
W6/SN-052,13130,-30883,-1:0 0:-2 0:-1 0:0 1:-2 1:-1 1:0 2:-1 2:0
W6/SS-001,13738,-30864,0:0
W6/SS-002,13551,-30805,0:0
W6/SS-003,13711,-30840,0:0
W6/SS-004,13729,-30852,0:0
W6/SS-005,13592,-30819,0:0
W6/SS-006,13571,-30812,0:0 4:1
W6/SS-007,13533,-30795,0:0
W6/SS-008,13745,-30868,0:0
W6/SS-009,13589,-30825,-1:0 0:0
W6/SS-010,13588,-30831,0:0 3:0 3:3
W6/SS-011,13528,-30854,-1:0 0:-1 0:0 1:-1
W6/SS-012,13853,-30920,0:0 1:-1
W6/SS-013,13843,-30939,0:0
W6/SS-014,13839,-30929,0:0
W6/SS-015,13533,-30861,0:0
W6/SS-016,13846,-30934,-1:1 0:0
W6/SS-017,13571,-30856,0:0 1:0 3:1
W6/SS-018,13530,-30858,0:0 2:-3
W6/SS-019,13829,-30901,0:0
W6/SS-020,13568,-30856,0:0
W6/SS-021,13577,-30853,-2:-1 -1:-1 -1:0 0:0
W6/SS-022,13591,-30838,0:0
W6/SS-023,13726,-30839,0:0 1:0
W6/SS-024,13610,-30824,0:0
W6/SS-025,13726,-30843,-1:0 0:0
W6/SS-026,13595,-30856,0:0
W6/SS-027,13742,-30917,0:0
W6/SS-028,13557,-30803,0:0 1:0
W6/SS-029,13733,-30857,-2:3 0:0
W6/SS-030,13581,-30854,0:0
W6/SS-031,13566,-30853,-1:0 0:-1 0:0 1:-4
W6/SS-032,13756,-30868,-1:0 0:0
W6/SS-033,13754,-30904,0:0
W6/SS-034,13684,-30835,-1:-1 0:0
W6/SS-035,13551,-30812,-3:4 0:0 0:4 1:4 2:4
W6/SS-036,13720,-30844,-3:1 -2:0 -1:0 0:0 4:1
W6/SS-037,13528,-30805,0:-1 0:0
W6/SS-038,13776,-30905,-1:-1 -1:0 0:0 3:-2 4:-2
W6/SS-039,13533,-30806,0:0
W6/SS-040,13703,-30837,0:0
W6/SS-041,13538,-30862,-3:0 0:0
W6/SS-042,13837,-30945,-1:0 0:0
W6/SS-043,13730,-30846,-4:2 -1:0 0:0
W6/SS-044,13586,-30847,0:0
W6/SS-045,13741,-30899,0:0
W6/SS-046,13598,-30857,0:-1 0:0 1:0
